record_no	video_id	vid	start_time	end_time	start_frame	end_frame	caption
1571	S54_Brownie_7150991-308	f156_i007_a00	33.0	36.0	990	1110	pouring tap water into a big measuring cup .
1572	S18_Salad_7150991-649	f46_i016_a00	144.0	149.0	4320	4500	putting a celery head into a bag .
1573	S28_Pizza_7150991-1	f70_i016_a00	130.0	177.0	3900	5340	spreading tomato sauce on pizza crust with a spoon .
1574	S19_Pizza_7150991-399	f50_i023_a00	357.0	431.0	10710	12960	grating a block cheese onto pizza crust with a cheese grater .
1575	S51_Pizza_7150991-323	f148_i033_a00	447.0	453.0	13410	13620	pressing the buttons on an oven .
1576	S18_Salad_7150991-649	f46_i013_a00	119.0	127.0	3570	3840	taking a celery head out of a bag .
1577	S40_Pizza_7150991-206	f119_i027_a00	337.0	358.0	10110	10770	spreading grated cheese on pizza crust .
1578	S35_Pizza_7150991-218	f104_i003_a00	33.0	34.0	990	1050	closing a fridge .
1579	S50_Eggs_7150991-313	f142_i024_a00	129.0	135.0	3870	4080	opening a pepper bottle .
1580	S34_Brownie_7150991-268	f97_i010_a00	51.0	52.0	1530	1590	opening a cabinet .
1581	S20_Sandwich_7150991-1256	f57_i001_a00	10.0	12.0	300	390	taking a butter knife from a drawer .
1582	S31_Salad_7150991-1	f85_i013_a00	141.0	147.0	4230	4440	tearing a celery stalk off a celery head .
1583	S53_Eggs_7150991-187	f152_i009_a00	37.0	39.0	1110	1200	opening a fridge .
1584	S53_Pizza_7150991-119	f153_i026_a00	331.0	347.0	9930	10440	spreading grated cheese on pizza crust .
1585	S48_Pizza_7150991-259	f134_i013_a00	241.0	242.0	7230	7290	opening a cabinet .
1586	S15_Brownie_7150991-4296	f29_i028_a00	185.0	187.0	5550	5640	putting a big bowl into a sink .
1587	S41_Pizza_7150991-287	f124_i007_a00	39.0	44.0	1170	1350	peeling off the label of a pizza crust can .
1588	S48_Brownie_7150991-179	f132_i000_a00	11.0	13.0	330	420	opening a fridge .
1589	S25_Salad_7150991-302	f66_i004_a00	44.0	50.0	1320	1530	opening a bag of lettuce .
1590	S48_Brownie_7150991-179	f132_i013_a00	67.0	70.0	2010	2130	taking an oil bottle from a base cabinet .
1591	S15_Eggs_7150991-424	f30_i011_a00	39.0	45.0	1170	1380	beating an egg with a fork .
1592	S22_Salad_7150991-952	f60_i033_a00	305.0	310.0	9150	9330	putting a dressing bottle into a fridge .
1593	S11_Pizza_7150991-2116	f14_i024_a00	200.0	204.0	6000	6150	putting a block cheese into a package .
1594	S25_Eggs_7150991-325	f64_i013_a00	70.0	74.0	2100	2250	sprinkling pepper on a beaten egg in a big bowl .
1595	S49_Eggs_7150991-224	f137_i017_a00	78.0	86.0	2340	2610	sprinkling pepper on eggs in a big bowl .
1596	S53_Pizza_7150991-119	f153_i018_a00	198.0	201.0	5940	6060	taking a cutting board from the corner of a counter .
1597	S08_Salad_7150991-649	f07_i004_a00	50.0	57.0	1500	1740	opening a bag of lettuce .
1598	S19_Salad_7150991-1394	f51_i001_a00	18.0	19.0	540	600	opening a fridge .
1599	S15_Pizza_7150991-5341	f31_i018_a00	226.0	228.0	6780	6870	taking a kitchen knife from a drawer .
1600	S50_Pizza_7150991-250	f143_i019_a00	387.0	426.0	11610	12810	slicing a pepperoni stick on a cutting board with a kitchen knife .
1601	S20_Sandwich_7150991-1256	f57_i009_a00	65.0	66.0	1950	2010	opening a peanut butter jar .
1602	S31_Salad_7150991-1	f85_i025_a00	277.0	287.0	8310	8640	tying a bag of zucchini .
1603	S41_Sandwich_7150991-286	f126_i009_a00	49.0	50.0	1470	1530	separating two slices of bread on a cutting board .
1604	S48_Pizza_7150991-259	f134_i014_a00	243.0	245.0	7290	7380	taking a cheese grater from a cabinet .
1605	S18_Salad_7150991-649	f46_i019_a00	162.0	167.0	4860	5040	opening a bag of croutons .
1606	S17_Brownie_7150991-1231	f39_i032_a00	323.0	325.0	9690	9780	putting a big bowl into a sink .
1607	S40_Pizza_7150991-206	f119_i018_a00	207.0	210.0	6210	6330	opening a package of a block cheese .
1608	S31_Salad_7150991-1	f85_i019_a00	212.0	217.0	6360	6540	taking a zucchini out of a bag .
1609	S31_Sandwich_7150991-1	f86_i001_a00	15.0	17.0	450	540	taking a bag of sliced bread from a fridge .
1610	S49_Brownie_7150991-202	f136_i033_a00	249.0	254.0	7470	7650	spraying oil on a baking pan .
1611	S50_Brownie_7150991-203	f141_i013_a00	75.0	83.0	2250	2520	pouring oil into a small measuring cup .
1612	S49_Salad_7150991-294	f139_i029_a00	327.0	330.0	9810	9930	opening a bag of croutons .
1613	S49_Salad_7150991-294	f139_i027_a00	314.0	318.0	9420	9570	putting a cap on a dressing bottle .
1614	S48_Eggs_7150991-637	f133_i002_a00	23.0	25.0	690	780	closing a fridge .
1615	S41_Pizza_7150991-287	f124_i016_a00	253.0	254.0	7590	7650	closing a tomato sauce jar .
1616	S19_Sandwich_7150991-549	f52_i024_a00	138.0	159.0	4140	4800	spreading blueberry jam on a slice of bread with a butter knife .
1617	S15_Brownie_7150991-4296	f29_i019_a00	85.0	87.0	2550	2640	taking scissors from a drawer .
1618	S25_Sandwich_7150991-782	f67_i013_a00	74.0	81.0	2220	2460	spreading peanut butter on a slice of bread with a butter knife .
1619	S20_Eggs_7150991-511	f54_i001_a00	15.0	16.0	450	510	opening a drawer .
1620	S15_Sandwich_7150991-200	f33_i015_a00	47.0	48.0	1410	1470	opening a blueberry jam jar .
1621	S51_Salad_7150991-225	f149_i029_a00	355.0	364.0	10650	10950	taking leaves off a lettuce head .
1622	S54_Pizza_7150991-192	f158_i019_a00	238.0	284.0	7140	8550	grating a block cheese onto pizza crust with a cheese grater .
1623	S50_Sandwich_7150991-450	f145_i011_a00	76.0	79.0	2280	2400	scooping out blueberry jam from a jar with a butter knife .
1624	S20_Salad_7150991-475	f56_i008_a00	100.0	104.0	3000	3150	taking a carrot out of a bag .
1625	S41_Salad_7150991-349	f125_i031_a00	201.0	204.0	6030	6150	taking a bag of croutons from a base cabinet .
1626	S33_Brownie_7150991-211	f92_i038_a00	250.0	305.0	7500	9180	mixing the ingredients of brownie in a big bowl with a whisk .
1627	S13_Brownie_7150991-631	f21_i041_a00	283.0	287.0	8490	8640	taking a spoon from a drawer .
1628	S19_Pizza_7150991-399	f50_i011_a00	78.0	82.0	2340	2490	taking a baking pan from a base cabinet .
1629	S22_Salad_7150991-952	f60_i008_a00	69.0	76.0	2070	2310	cutting a carrot with a kitchen knife .
1630	S34_Sandwich_7150991-54	f101_i018_a00	84.0	86.0	2520	2610	scooping out blueberry jam from a jar with a butter knife .
1631	S54_Eggs_7150991-251	f157_i016_a00	72.0	75.0	2160	2280	sprinkling pepper on eggs in a big bowl .
1632	S51_Eggs_7150991-512	f147_i015_a00	72.0	73.0	2160	2220	taking a whisk from a drawer .
1633	S24_Brownie_7150991-483	f62_i022_a00	178.0	182.0	5340	5490	pouring water into a big bowl .
1634	S17_Sandwich_7150991-4305	f43_i004_a00	19.0	21.0	570	660	taking a butter knife from a drawer .
1635	S33_Brownie_7150991-211	f92_i033_a00	214.0	216.0	6420	6510	taking a kitchen knife from a drawer .
1636	S16_Pizza_7150991-3739	f36_i036_a00	396.0	402.0	11880	12090	putting pepperoni slices on pizza crust .
1637	S18_Eggs_7150991-3391	f45_i022_a00	95.0	97.0	2850	2940	opening a pepper bottle .
1638	S53_Salad_7150991-143	f154_i013_a00	82.0	92.0	2460	2790	putting lettuce leaves into a bowl .
1639	S54_Salad_7150991-223	f159_i012_a00	109.0	133.0	3270	4020	peeling a zucchini with a peeler .
1640	S16_Pizza_7150991-3739	f36_i052_a00	538.0	543.0	16140	16320	putting ingredients into a fridge .
1641	S53_Eggs_7150991-187	f152_i007_a00	30.0	32.0	900	990	putting a cap on an oil bottle .
1642	S25_Brownie_7150991-763	f63_i001_a00	15.0	16.0	450	510	taking a small measuring cup from a cabinet .
1643	S28_Pizza_7150991-1	f70_i036_a00	396.0	411.0	11880	12360	spreading grated cheese on pizza crust .
1644	S49_Pizza_7150991-198	f138_i002_a00	18.0	25.0	540	780	peeling off the label of a pizza crust can .
1645	S47_Brownie_7150991-179	f127_i010_a00	43.0	45.0	1290	1380	taking a big measuring cup from a cabinet .
1646	S22_Pizza_7150991-664	f59_i011_a00	74.0	76.0	2220	2310	hitting a pizza crust can against a counter .
1647	S18_Eggs_7150991-3391	f45_i027_a00	116.0	118.0	3480	3570	twisting off an oil bottle cap .
1648	S12_Salad_7150991-2146	f19_i009_a00	134.0	140.0	4020	4230	cutting a carrot with a kitchen knife .
1649	S40_Pizza_7150991-206	f119_i012_a00	134.0	135.0	4020	4080	opening a tomato sauce jar .
1650	S17_Salad_7150991-822	f42_i010_a00	162.0	167.0	4860	5040	putting a zucchini into a bag .
1651	S29_Salad_7150991-1	f76_i023_a00	201.0	212.0	6030	6390	taking leaves off a lettuce head .
1652	S09_Eggs_7150991-1050	f10_i025_a00	124.0	133.0	3720	4020	pouring a beaten egg into a frying pan .
1653	S20_Salad_7150991-475	f56_i015_a00	151.0	153.0	4530	4620	putting carrot tops into a sink .
1654	S36_Sandwich_7150991-165	f111_i008_a00	56.0	59.0	1680	1800	putting a slice of bread on a paper plate .
1655	S16_Eggs_7150991-858	f35_i019_a00	99.0	103.0	2970	3120	swirling a beaten egg around in a frying pan .
1656	S49_Brownie_7150991-202	f136_i002_a00	21.0	23.0	630	720	closing a cabinet .
1657	S14_Brownie_7150991-1526	f25_i008_a00	60.0	74.0	1800	2250	pouring brownie mix into a big bowl .
1658	S15_Pizza_7150991-5341	f31_i017_a00	151.0	224.0	4530	6750	grating a block cheese onto pizza crust with a cheese grater .
1659	S13_Brownie_7150991-631	f21_i047_a00	430.0	472.0	12900	14190	pouring brownie batter into a baking pan with a spoon .
1660	S18_Salad_7150991-649	f46_i006_a00	67.0	69.0	2010	2100	taking a peeler from a drawer .
1661	S53_Brownie_7150991-211	f151_i024_a00	138.0	140.0	4140	4230	taking an oil bottle from a base cabinet .
1662	S08_Salad_7150991-649	f07_i013_a00	118.0	121.0	3540	3660	taking a zucchini out of a bag .
1663	S24_Brownie_7150991-483	f62_i020_a00	171.0	174.0	5130	5250	taking a big measuring cup from a cabinet .
1664	S17_Brownie_7150991-1231	f39_i024_a00	219.0	224.0	6570	6750	taking a baking pan from a base cabinet .
1665	S25_Salad_7150991-302	f66_i022_a00	134.0	136.0	4020	4110	taking a bag of croutons from a cabinet .
1666	S49_Pizza_7150991-198	f138_i021_a00	235.0	239.0	7050	7200	putting a baking pan into an oven .
1667	S50_Brownie_7150991-203	f141_i035_a00	280.0	282.0	8400	8490	taking a cooking spray from a base cabinet .
1668	S51_Salad_7150991-225	f149_i019_a00	187.0	224.0	5610	6750	cutting a carrot with a kitchen knife .
1669	S25_Salad_7150991-302	f66_i015_a00	99.0	104.0	2970	3150	peeling a zucchini with a peeler .
1670	S51_Sandwich_7150991-324	f150_i007_a00	44.0	46.0	1320	1410	opening a blueberry jam jar .
1671	S13_Eggs_7150991-1728	f22_i030_a00	191.0	198.0	5730	5970	beating an egg with a fork .
1672	S48_Eggs_7150991-637	f133_i025_a00	124.0	127.0	3720	3840	pouring oil into a frying pan .
1673	S15_Pizza_7150991-5341	f31_i001_a00	14.0	16.0	420	510	taking a cheese grater from a base cabinet .
1674	S25_Pizza_7150991-293	f65_i011_a00	91.0	99.0	2730	3000	stretching pizza crust with hands .
1675	S22_Salad_7150991-952	f60_i018_a00	183.0	186.0	5490	5610	trying to peel a zucchini with a peeler .
1676	S53_Sandwich_7150991-103	f155_i008_a00	43.0	49.0	1290	1500	opening a peanut butter jar .
1677	S31_Sandwich_7150991-1	f86_i012_a00	59.0	66.0	1770	2010	tying a bag of sliced bread .
1678	S40_Brownie_7150991-288	f117_i009_a00	39.0	40.0	1170	1230	opening a drawer .
1679	S40_Brownie_7150991-288	f117_i042_a00	263.0	296.0	7890	8910	mixing the ingredients of brownie in a big bowl with a whisk .
1680	S40_Brownie_7150991-288	f117_i020_a00	89.0	96.0	2670	2910	pouring oil into a small measuring cup .
1681	S50_Salad_7150991-243	f144_i010_a00	160.0	162.0	4800	4890	putting a peeler into a drawer .
1682	S34_Salad_7150991-200	f100_i007_a00	35.0	49.0	1050	1500	taking a lettuce head out of a bag .
1683	S35_Pizza_7150991-218	f104_i008_a00	131.0	134.0	3930	4050	taking a kitchen knife from a drawer .
1684	S17_Sandwich_7150991-4305	f43_i012_a00	54.0	56.0	1620	1710	scooping out peanut butter from a jar with a butter knife .
1685	S48_Salad_7150991-222	f135_i023_a00	207.0	208.0	6210	6270	putting carrot pieces into a bowl .
1686	S11_Pizza_7150991-2116	f14_i021_a00	142.0	154.0	4260	4650	stretching pizza crust with hands .
1687	S07_Eggs_7150991-1466	f01_i005_a00	31.0	35.0	930	1080	cracking an egg into a big bowl with a fork .
1688	S24_Brownie_7150991-483	f62_i000_a00	13.0	16.0	390	510	taking a big bowl from a cabinet .
1689	S41_Salad_7150991-349	f125_i004_a00	32.0	34.0	960	1050	putting ingredients on a counter .
1690	S29_Salad_7150991-1	f76_i007_a00	57.0	61.0	1710	1860	taking a celery head out of a bag .
1691	S31_Salad_7150991-1	f85_i024_a00	273.0	276.0	8190	8310	putting a zucchini into a bag .
1692	S51_Eggs_7150991-512	f147_i027_a00	128.0	130.0	3840	3930	putting seasonings into a cabinet .
1693	S17_Eggs_7150991-1187	f40_i039_a00	333.0	334.0	9990	10050	turning off a gas stove .
1694	S15_Brownie_7150991-4296	f29_i010_a00	51.0	52.0	1530	1590	taking an oil bottle from a base cabinet .
1695	S16_Salad_7150991-1308	f37_i037_a00	367.0	370.0	11010	11130	putting a dressing bottle into a fridge .
1696	S16_Brownie_7150991-1431	f34_i023_a00	140.0	144.0	4200	4350	pouring oil into a small measuring cup .
1697	S34_Eggs_7150991-149	f98_i001_a00	16.0	18.0	480	570	opening a fridge .
1698	S20_Salad_7150991-475	f56_i017_a00	165.0	183.0	4950	5520	peeling a zucchini with a peeler .
1699	S25_Salad_7150991-302	f66_i011_a00	86.0	90.0	2580	2730	cutting a carrot with a kitchen knife .
1700	S13_Brownie_7150991-631	f21_i007_a00	45.0	49.0	1350	1500	taking a big bowl from a cabinet .
1701	S13_Salad_7150991-158	f23_i009_a00	79.0	94.0	2370	2850	peeling a zucchini with a peeler .
1702	S08_Sandwich_7150991-539	f08_i019_a00	115.0	117.0	3450	3540	putting a slice of bread on top of another slice of bread .
1703	S25_Brownie_7150991-763	f63_i016_a00	134.0	142.0	4020	4290	pouring oil into a small measuring cup .
1704	S51_Salad_7150991-225	f149_i008_a00	51.0	53.0	1530	1620	taking a kitchen knife from a drawer .
1705	S50_Salad_7150991-243	f144_i033_a00	407.0	410.0	12210	12330	twisting off a dressing bottle cap .
1706	S51_Sandwich_7150991-324	f150_i001_a00	12.0	16.0	360	510	taking a bag of sliced bread and jars from a fridge .
1707	S54_Eggs_7150991-251	f157_i027_a00	126.0	129.0	3780	3900	taking a paper plate from a cabinet .
1708	S22_Pizza_7150991-664	f59_i010_a00	49.0	72.0	1470	2190	peeling off the label of a pizza crust can .
1709	S22_Brownie_7150991-921	f58_i025_a00	200.0	209.0	6000	6300	taking a bag of brownie mix out of a box .
1710	S13_Brownie_7150991-631	f21_i002_a00	21.0	23.0	630	720	taking a box of brownie mix from a cabinet .
1711	S34_Eggs_7150991-149	f98_i026_a00	164.0	168.0	4920	5070	taking a spatula from a drawer .
1712	S31_Salad_7150991-1	f85_i035_a00	386.0	389.0	11580	11700	closing a bag of croutons .
1713	S07_Eggs_7150991-1466	f01_i009_a00	65.0	67.0	1950	2040	sprinkling pepper on a beaten egg in a big bowl .
1714	S13_Brownie_7150991-631	f21_i044_a00	411.0	413.0	12330	12420	taking a cooking spray from a base cabinet .
1715	S50_Sandwich_7150991-450	f145_i009_a00	46.0	58.0	1380	1770	scooping out blueberry jam from a jar with a butter knife .
1716	S53_Brownie_7150991-211	f151_i032_a00	191.0	218.0	5730	6570	mixing the ingredients of brownie in a big bowl with a whisk .
1717	S29_Salad_7150991-1	f76_i015_a00	141.0	150.0	4230	4530	slicing a zucchini with a kitchen knife .
1718	S53_Salad_7150991-143	f154_i000_a00	9.0	10.0	270	330	opening a fridge .
1719	S20_Brownie_7150991-236	f53_i026_a00	271.0	274.0	8130	8250	taking a baking pan from a base cabinet .
1720	S13_Brownie_7150991-631	f21_i017_a00	94.0	108.0	2820	3270	pouring brownie mix into a big bowl .
1721	S17_Pizza_7150991-811	f41_i045_a00	436.0	443.0	13080	13320	slicing a pepperoni stick with a kitchen knife .
1722	S20_Salad_7150991-475	f56_i016_a00	156.0	161.0	4680	4860	taking a zucchini out of a bag .
1723	S33_Brownie_7150991-211	f92_i036_a00	233.0	243.0	6990	7320	pouring brownie mix into a big bowl .
1724	S13_Salad_7150991-158	f23_i023_a00	217.0	220.0	6510	6630	washing lettuce leaves with tap water .
1725	S16_Pizza_7150991-3739	f36_i046_a00	486.0	493.0	14580	14820	slicing a pepperoni stick with a kitchen knife .
1726	S50_Pizza_7150991-250	f143_i004_a00	36.0	43.0	1080	1320	taking a baking pan out of an oven .
1727	S48_Salad_7150991-222	f135_i033_a00	303.0	311.0	9090	9360	organizing a counter .
1728	S50_Brownie_7150991-203	f141_i016_a00	100.0	105.0	3000	3180	taking a box of brownie mix from a base cabinet .
1729	S40_Brownie_7150991-288	f117_i038_a00	231.0	243.0	6930	7320	mixing the ingredients of brownie in a big bowl with a whisk .
1730	S22_Pizza_7150991-664	f59_i053_a00	804.0	809.0	24120	24300	putting ingredients into a fridge .
1731	S25_Salad_7150991-302	f66_i023_a00	137.0	140.0	4110	4230	opening a bag of croutons .
1732	S16_Brownie_7150991-1431	f34_i019_a00	107.0	119.0	3210	3600	pouring brownie mix into a big bowl .
1733	S53_Brownie_7150991-211	f151_i036_a00	231.0	233.0	6930	7020	putting a cooking spray into a base cabinet .
1734	S16_Pizza_7150991-3739	f36_i011_a00	72.0	91.0	2160	2760	opening a pizza crust can with hands .
1735	S48_Salad_7150991-222	f135_i025_a00	224.0	228.0	6720	6870	putting celery stalk slices into a bowl .
1736	S48_Brownie_7150991-179	f132_i034_a00	376.0	378.0	11280	11370	putting a cap on a cooking spray .
1737	S50_Brownie_7150991-203	f141_i031_a00	258.0	262.0	7740	7890	opening an oven .
1738	S19_Sandwich_7150991-549	f52_i017_a00	92.0	96.0	2760	2910	spreading peanut butter on a slice of bread with a butter knife .
1739	S20_Sandwich_7150991-1256	f57_i019_a00	128.0	129.0	3840	3900	putting a butter knife into a sink .
1740	S22_Sandwich_7150991-878	f61_i004_a00	19.0	21.0	570	660	separating paper plates .
1741	S13_Eggs_7150991-1728	f22_i059_a00	412.0	415.0	12360	12480	flipping an egg in a frying pan with a spatula .
1742	S41_Salad_7150991-349	f125_i012_a00	73.0	83.0	2190	2520	slicing a zucchini with a kitchen knife .
1743	S17_Sandwich_7150991-4305	f43_i025_a00	123.0	124.0	3690	3750	opening a fridge .
1744	S40_Pizza_7150991-206	f119_i006_a00	84.0	106.0	2520	3210	unrolling pizza crust on a baking pan .
1745	S33_Brownie_7150991-211	f92_i040_a00	317.0	320.0	9510	9630	opening an oven .
1746	S40_Brownie_7150991-288	f117_i007_a00	34.0	37.0	1020	1140	taking an oil bottle from a base cabinet .
1747	S22_Brownie_7150991-921	f58_i029_a00	249.0	272.0	7470	8190	pouring brownie mix into a big bowl .
1748	S17_Salad_7150991-822	f42_i009_a00	147.0	160.0	4410	4830	slicing a zucchini into a bowl with a kitchen knife .
1749	S22_Salad_7150991-952	f60_i020_a00	194.0	227.0	5820	6840	peeling a zucchini with a peeler .
1750	S51_Eggs_7150991-512	f147_i004_a00	35.0	38.0	1050	1170	taking a big bowl from a cabinet .
1751	S15_Sandwich_7150991-200	f33_i020_a00	70.0	71.0	2100	2160	closing a peanut butter jar .
1752	S17_Brownie_7150991-1231	f39_i002_a00	20.0	22.0	600	690	taking a big bowl from a cabinet .
1753	S35_Brownie_7150991-200	f102_i024_a00	153.0	155.0	4590	4680	putting an oil bottle into a base cabinet .
1754	S19_Pizza_7150991-399	f50_i038_a00	598.0	607.0	17940	18240	putting pepperoni slices on pizza crust .
1755	S08_Sandwich_7150991-539	f08_i009_a00	51.0	53.0	1530	1620	putting a bag of sliced bread into a cabinet .
1756	S20_Pizza_7150991-180	f55_i019_a00	228.0	230.0	6840	6930	opening a fridge .
1757	S29_Pizza_7150991-1	f75_i015_a00	123.0	129.0	3690	3900	flattening pizza crust with a spoon .
1758	S17_Eggs_7150991-1187	f40_i027_a00	121.0	123.0	3630	3720	taking a fork from a drawer .
1759	S11_Eggs_7150991-1247	f13_i001_a00	14.0	16.0	420	510	taking a frying pan from a base cabinet .
1760	S50_Brownie_7150991-203	f141_i006_a00	37.0	39.0	1110	1200	opening a cabinet .
1761	S12_Eggs_7150991-1088	f17_i001_a00	16.0	21.0	480	660	taking a frying pan from a base cabinet .
1762	S22_Brownie_7150991-921	f58_i048_a00	563.0	565.0	16890	16980	opening an oven .
1763	S07_Eggs_7150991-1466	f01_i010_a00	68.0	69.0	2040	2100	putting seasonings into a cabinet .
1764	S40_Pizza_7150991-206	f119_i036_a00	437.0	440.0	13110	13230	putting ingredients into a fridge .
1765	S48_Brownie_7150991-179	f132_i012_a00	63.0	66.0	1890	2010	taking a small measuring cup from a cabinet .
1766	S51_Pizza_7150991-323	f148_i001_a00	17.0	20.0	510	630	taking a pizza crust can from a fridge .
1767	S28_Pizza_7150991-1	f70_i041_a00	440.0	509.0	13200	15300	slicing a pepperoni stick on a cutting board with a kitchen knife .
1768	S16_Brownie_7150991-1431	f34_i028_a00	160.0	163.0	4800	4920	cracking an egg into a big bowl .
1769	S47_Pizza_7150991-191	f129_i032_a00	362.0	364.0	10860	10950	taking a cutting board from the corner of a counter .
1770	S35_Sandwich_7150991-204	f106_i021_a00	110.0	111.0	3300	3360	closing a blueberry jam jar .
1771	S31_Eggs_7150991-1	f83_i015_a00	109.0	117.0	3270	3540	taking eggs from an egg carton in a fridge .
1772	S49_Sandwich_7150991-511	f140_i015_a00	120.0	122.0	3600	3690	rubbing blueberry jam off a butter knife .
1773	S19_Brownie_7150991-848	f48_i025_a00	180.0	228.0	5400	6870	mixing the ingredients of brownie in a big bowl with a fork .
1774	S40_Pizza_7150991-206	f119_i003_a00	37.0	41.0	1110	1260	taking a baking pan out of an oven with a towel .
1775	S54_Sandwich_7150991-305	f160_i007_a00	38.0	45.0	1140	1380	twisting off a twist tie from a bag of sliced bread
1776	S15_Eggs_7150991-424	f30_i023_a00	142.0	149.0	4260	4500	folding an egg in a frying pan with a fork .
1777	S22_Pizza_7150991-664	f59_i041_a00	707.0	713.0	21210	21420	peeling a casing off a pepperoni slice .
1778	S47_Sandwich_7150991-197	f131_i010_a00	81.0	118.0	2430	3570	spreading peanut butter on a slice of bread with a butter knife .
1779	S47_Salad_7150991-196	f130_i010_a00	64.0	67.0	1920	2040	taking a celery stalk out of a bag .
1780	S54_Brownie_7150991-308	f156_i013_a00	68.0	70.0	2040	2130	putting an oil bottle into a base cabinet .
1781	S50_Salad_7150991-243	f144_i031_a00	403.0	404.0	12090	12150	taking a dressing bottle from a fridge .
1782	S22_Brownie_7150991-921	f58_i010_a00	66.0	68.0	1980	2070	opening a drawer .
1783	S35_Pizza_7150991-218	f104_i032_a00	498.0	501.0	14940	15060	cutting a pepperoni stick with a kitchen knife .
1784	S20_Salad_7150991-475	f56_i006_a00	47.0	87.0	1410	2640	tearing leaves off a lettuce head .
1785	S47_Salad_7150991-196	f130_i023_a00	136.0	156.0	4080	4710	peeling a carrot with a peeler .
1786	S15_Sandwich_7150991-200	f33_i008_a00	29.0	30.0	870	930	putting jars on a counter .
1787	S13_Salad_7150991-158	f23_i027_a00	251.0	252.0	7530	7590	shaking a dressing bottle .
1788	S25_Pizza_7150991-293	f65_i013_a00	102.0	103.0	3060	3120	taking a spoon from a drawer .
1789	S13_Eggs_7150991-1728	f22_i064_a00	437.0	439.0	13110	13200	putting a crumpled paper towel into a base cabinet .
1790	S34_Salad_7150991-200	f100_i020_a00	168.0	173.0	5040	5220	taking a carrot out of a bag .
1791	S31_Brownie_7150991-1	f82_i004_a00	45.0	46.0	1350	1410	opening a cabinet .
1792	S34_Salad_7150991-200	f100_i021_a00	175.0	178.0	5250	5370	taking a peeler from a drawer .
1793	S17_Salad_7150991-822	f42_i000_a00	9.0	13.0	270	420	taking a bowl from a cabinet .
1794	S29_Salad_7150991-1	f76_i021_a00	182.0	194.0	5460	5850	cutting a celery stalk with a kitchen knife .
1795	S31_Pizza_7150991-1	f84_i028_a00	460.0	463.0	13800	13920	closing an oven .
1796	S22_Sandwich_7150991-878	f61_i014_a00	59.0	70.0	1770	2130	closing a bag of sliced bread with a twist tie .
1797	S47_Salad_7150991-196	f130_i011_a00	67.0	78.0	2010	2370	cutting a celery stalk with a kitchen knife .
1798	S47_Salad_7150991-196	f130_i018_a00	113.0	114.0	3390	3450	closing a fridge .
1799	S47_Salad_7150991-196	f130_i008_a00	52.0	57.0	1560	1740	cutting lettuce leaves with a kitchen knife .
1800	S08_Salad_7150991-649	f07_i017_a00	153.0	158.0	4590	4770	taking a carrot out of a bag .
1801	S49_Salad_7150991-294	f139_i013_a00	123.0	130.0	3690	3930	taking ingredients from a fridge .
1802	S17_Pizza_7150991-811	f41_i048_a00	459.0	461.0	13770	13860	putting a pepperoni slice on pizza crust .
1803	S16_Pizza_7150991-3739	f36_i007_a00	41.0	51.0	1230	1560	peeling off the label of a pizza crust can .
1804	S15_Pizza_7150991-5341	f31_i008_a00	65.0	67.0	1950	2040	pushing the middle of a pizza crust can with fingers .
1805	S25_Eggs_7150991-325	f64_i018_a00	95.0	99.0	2850	3000	pouring oil into a frying pan .
1806	S25_Eggs_7150991-325	f64_i007_a00	32.0	34.0	960	1050	opening a fridge .
1807	S20_Brownie_7150991-236	f53_i013_a00	86.0	88.0	2580	2670	taking a fork from a drawer .
1808	S40_Pizza_7150991-206	f119_i035_a00	417.0	423.0	12510	12720	putting pepperoni slices on pizza crust .
1809	S35_Pizza_7150991-218	f104_i038_a00	598.0	608.0	17940	18270	cutting the edge of pepperoni slices with a kitchen knife .
1810	S49_Salad_7150991-294	f139_i001_a00	13.0	17.0	390	540	taking ingredients from a fridge .
1811	S47_Salad_7150991-196	f130_i025_a00	184.0	196.0	5520	5910	putting carrot slices into a bowl .
1812	S53_Brownie_7150991-211	f151_i018_a00	95.0	97.0	2850	2940	taking a kitchen knife from a drawer .
1813	S28_Pizza_7150991-1	f70_i017_a00	182.0	189.0	5460	5700	wiping a spoon with a paper towel .
1814	S18_Sandwich_7150991-893	f47_i003_a00	27.0	28.0	810	870	opening a fridge .
1815	S15_Pizza_7150991-5341	f31_i024_a00	278.0	281.0	8340	8460	putting a baking pan into an oven .
1816	S47_Salad_7150991-196	f130_i039_a00	329.0	331.0	9870	9960	taking a dressing bottle from a fridge .
1817	S49_Brownie_7150991-202	f136_i037_a00	314.0	319.0	9420	9600	pressing the buttons on an oven .
1818	S22_Brownie_7150991-921	f58_i021_a00	176.0	179.0	5280	5400	putting a cap on an oil bottle .
1819	S13_Brownie_7150991-631	f21_i050_a00	489.0	491.0	14670	14760	putting an oil bottle into a base cabinet .
1820	S12_Eggs_7150991-1088	f17_i011_a00	64.0	66.0	1920	2010	taking a spoon from a drawer .
1821	S51_Eggs_7150991-512	f147_i022_a00	98.0	105.0	2940	3180	beating eggs with a whisk .
1822	S18_Sandwich_7150991-893	f47_i019_a00	120.0	133.0	3600	4020	scooping out peanut butter from a jar with a butter knife .
1823	S16_Pizza_7150991-3739	f36_i050_a00	512.0	518.0	15360	15570	slicing a pepperoni stick with a kitchen knife .
